entity,pillar,title,url,source,date,demographics,iw_mention,text_paragraph_1,text_paragraph_2,text_paragraph_3,has_text,is_google_link,rss_position,reach_score
Burkina Faso,"Teachers, Schools & Continuity",School closures among options weighed to address Tulsa Public Schools budget gap,https://news.google.com/rss/articles/CBMimAFBVV95cUxNUnBWODlVajBuaEtDTjNfNVFBWkI4ZV9rMFRHekJBRl9JRDJhcFZkTVZYLWZJRFBqVVVXT2EwVDBYUUQ1MzJuNk1JYUpCWjhVQjFST2Y0Z0dWcWdnQXBtSGkyd3dHMVhiRERTSmZNXzhjR0Zpdnk4bkZ3X25LSFAtMUpONUZIaXhtekN0TmNldXVlV2Q2cGFoSg?oc=5,Tulsa World,10 Sep 2026,,no,,,,no,yes,1,7
Burkina Faso,"Teachers, Schools & Continuity",14 countries facing conflict in 2026 – and how we’re responding,https://news.google.com/rss/articles/CBMiX0FVX3lxTE00TnV4ZUt4X3B2RGp0em1nQTI0TW5idG10QkVNdThNQnpPZ0s3YldWeHEtZ3VYSUVFVjY2R0d2ZGdlbjFYSjNmNmVwSzVmZmZPVlpRRzFjSVQydkR0NWZJ?oc=5,Concern Worldwide,9 Sep 2026,,no,,,,no,yes,2,6
Burkina Faso,"Teachers, Schools & Continuity",Ghana closer to terrorism threat than ever before – WACCE,https://www.myjoyonline.com/ghana-closer-to-terrorism-threat-than-ever-before-wacce/,MyJoyOnline,12 Sep 2026,,no,,,,no,no,4,4
Burkina Faso,Education & the Workforce,IFC Managing Director Makhtar Diop to visit Ghana,https://news.google.com/rss/articles/CBMigAFBVV95cUxNT2VsOGZLX3laQXdBdUJUWGlXc1llSDVEakNqa2VYYVZIalZnT0FBTzhaaWtVV1RWU1JqeVpTaGtHT0dNbHlpWGtPRGp6VmhhdmNONHA2RTNUQmZoc1k0N2x4V1RUc0dHN1oxb3ZJSnc4emV5Uldja3dfdlgybHlKZA?oc=5,NewsGhana,11 Sep 2026,,no,,,,no,yes,0,8
Ghana,"Policy, Budget & Funding",From Free and Compulsory Education to compulsory Extra Classes: The Ministry must act,https://www.modernghana.com/from-free-and-compulsory-education-to-compulsory-extra-classes-the-ministry-must-act/,Modern Ghana,15 Sep 2026,,no,,,,no,no,0,8
Ghana,"Policy, Budget & Funding",Ghana calls for more funding for inclusive education,https://news.google.com/rss/articles/CBMijwFBVV95cUxOajJCYlZpdVJOUGpubzdReHRqSXNpcS1Ma1VyVC1aQTEwbzhLVEtaMzNUV3ZORlpxdDZULWpOMXFBaTBMRlNPSG9nUk5yYVZOYWFTYVNPclhUTzRCRmZfUEJ5OEJXVHBhRy1aU3c1dXAxUHgyckVKbjdLLTZrOWhXUm9OWG1jUjctNms0dGFBdw?oc=5,UA.NEWS,8 Sep 2026,,no,,,,no,yes,1,7
Ghana,"Policy, Budget & Funding",Education Ministry backs call for transparent review of school placement system,https://3news.com/education/education-ministry-backs-call-for-transparent-review-of-school-placement-system,3News,15 Sep 2026,,no,,,,no,no,2,6
Ghana,"Policy, Budget & Funding",Ghana calls for review of school placement algorithm,https://news.google.com/rss/articles/CBMilgFBVV95cUxOWG5hbE0xTk1LazVsNUpLNFRRMEdpTC1iUVhBT2FURWR0TVFUMm45SEdiS0JsSlJoY1ZzRXM2QlNFYXRCV0R4NWhMQzRRMUlJdTE2YnJCaHRjUkJxaWJDcTdhWnFkbDdMQ3hxbk9pQUoxS0xYRDFpNkNJbUtXd19UWTlYdWQxRWVJWTFmeTl4SkVmel9DelE?oc=5,UA.NEWS,8 Sep 2026,,no,,,,no,yes,3,5
Ghana,"Policy, Budget & Funding","Media urged to promote inclusive education, change disability stigma",https://gna.org.gh/2026/09/media-urged-to-promote-inclusive-education-change-disability-stigma/,Ghana News Agency,14 Sep 2026,Disabilities,no,,,,no,no,4,4
Ghana,Learning Outcomes & Assessment,"Best Assurance partners GETFund to boost education with GHS100,000",https://www.modernghana.com/best-assurance-partners-getfund-to-boost-education-with-ghs100000/,Modern Ghana,10 Sep 2026,,no,,,,no,no,0,8
Ghana,Learning Outcomes & Assessment,Divine Kpe identifies foundational learning as key challenge in Ghana’s education system,https://asaaseradio.com/divine-kpe-identifies-foundational-learning-as-key-challenge-in-ghanas-education-system/,Asaase Radio,12 Sep 2026,,no,,,,no,no,1,7
Ghana,Learning Outcomes & Assessment,Improving foundational learning at scale: Evidence from Ghana’s Differentiated Learning Plus Programme,https://news.google.com/rss/articles/CBMitgFBVV95cUxNXzhGa2xiNXdKMnl2d1lWMnV4bFRNdFhnMjVSb3BUUE9aZFpKRGtNUVNwSlc3cU5GRl9INy1ldFNhaEpNbFNJQzBCUXMxdXAxa2xYdmZDQmp3U1dqOVZsTUxxdkd2YXVJY2RSWVpsMnAwWVgzQlJBbHlHTjVtX0N0NnB3bTJjMXIwTV91T3JUcmc4ZjZRVzBVSVA1bUlOSXVnTEd5NXZFMTNWZGpLeTBneHpmY2pvQQ?oc=5,Unicef,9 Jun 2026,,no,,,,no,yes,2,6
Ghana,Learning Outcomes & Assessment,GNAT Chairman urges shared responsibility to improve BECE performance,https://gna.org.gh/2026/09/gnat-chairman-urges-shared-responsibility-to-improve-bece-performance/,Ghana News Agency,15 Sep 2026,,no,,,,no,no,3,5
Ghana,Learning Outcomes & Assessment,"Alagumgube backs call for removal of JHS qualification barriers, urges return of repetition in schools",https://www.modernghana.com/alagumgube-backs-call-for-removal-of-jhs-qualification-barriers-urges-return-of-repetition-in-schools/,Modern Ghana,8 Sep 2026,,no,,,,no,no,4,4
Ghana,Technology & Innovation in Education,Beyond digital as usual,https://news.google.com/rss/articles/CBMifEFVX3lxTE5UazZFakVIbWVuZC1XNmljOWR1VnlBNDdOX3Bmd1BxTWhSRXRFODFlYXNxRnhlSU9ETU1NTGF2QmtESUR3MFN0RnJVd2hNbVk1b0Y0QWN0blFQZ0sxcUhQcjZqTWJXX19HMGFsRXdsNzZQTDhfWEh5YnlrbnI?oc=5,Unicef,9 Sep 2026,,no,,,,no,yes,0,8
Ghana,Technology & Innovation in Education,Ghana Plans AI Training for One Million TVET Teachers and Learners,https://www.devdiscourse.com/stories/ghana-plans-ai-training-for-one-million-tvet-teachers-and-learners/,Devdiscourse,14 Sep 2026,,no,,,,no,no,1,7
Ghana,Technology & Innovation in Education,Ghana Library Authority explores AI for digital literacy,https://asaaseradio.com/ghana-library-authority-explores-ai-for-digital-literacy/,Asaase Radio,10 Sep 2026,,no,,,,no,no,2,6
Ghana,Technology & Innovation in Education,Need to utilise digital technologies to support basic education,https://www.modernghana.com/need-to-utilise-digital-technologies-to-support-basic-education/,Modern Ghana,7 Sep 2026,,no,,,,no,no,3,5
Ghana,Technology & Innovation in Education,GCTU signs MoU with technology institutions for smart campus connectivity,https://news.google.com/rss/articles/CBMiuwFBVV95cUxQSTREa05VTjk4TFJHdHlrRVNlYV80Z3Bob3BDX3JiOTZ4Y1IzbHo5LXd3a1dGRWVhMGtrZUhpdkpPNU1FS1NZSE1IV2VXZ2pxLTZQUnlyTy1oSlBqb3FzNE95OElkNUl6RWk3R1RVQXhmNXpqZC1rX1RWaDYzUjVBT3I4bWVjcmxPZV9NNm1vcEV2b1BHUnZRVWRpSGFSZ3paclBKaFIyc1A5dXJZU2NMNTM3MXJfNlpLRXhN?oc=5,Ghana Business News,9 Sep 2026,,no,,,,no,yes,4,4
Ghana,"Teachers, Schools & Continuity",More than a Meeting,https://news.google.com/rss/articles/CBMiY0FVX3lxTE15QXdWT3JNU2NvUXllTVlUdTA0WjJ6MkRJcmNlRnl5U0ZSakNZUks5eG5NYW94aVptVnMtR0JRSmRqaDBZX2RHa0RDbkJvNmwwd3Y2U3p6RF9naV9TU0d0WTU0Yw?oc=5,Unicef,10 Sep 2026,,no,,,,no,yes,0,8
Ghana,"Teachers, Schools & Continuity","30,000 classrooms without teachers is a crisis waiting to happen – Adutwum",https://news.google.com/rss/articles/CBMilgFBVV95cUxNalFWTEdJcWNKS3Jrc0k5VVZoNElqdTdtSkFGb3BDZUl5TjhGbmRaY1ZzM3hzRkVuWG0tUG04NkdiVXhER3N3SU5BN1N6cXRsYlZWQ040MktHNUJ5WDZyV1lMeDFTYUdzYnZKbUdybEVyMmo1aXN4bm5WRlpyOHltc3UycXNKUFMwXzQ2bkZmcFBvNS1ZR1HSAZQBQVVfeXFMUFJ3UXB5RlFUSlRCWXE0M0ZXaVVuVWFoelkwbjRxODFwS3dpMHpOc1hCMUlmb3Bkckd0cElWUENvUEdVUXhVUENEcmVoYUhmbVpQR3Y4MXVJTVhsckNNZ3Yxcl9HS29mTmpRVE0xZnRZU25ocUI2cjlPSDRoX1A3aFRmYnhJeEpSLWhtUVVXRkpUVjNhZg?oc=5,Modern Ghana,9 Sep 2026,,no,,,,no,yes,1,7
Ghana,"Teachers, Schools & Continuity",Tamale: CSOs in education call for increased investment to bridge critical gaps,https://www.gbcghanaonline.com/news/education/csos-in-education/2026/,gbcghanaonline.com,9 Sep 2026,,no,,,,no,no,3,5
Ghana,"Teachers, Schools & Continuity","Over 30K classrooms without teachers - Adutwum says as he questions 7,000 recruitment clearance",https://www.adomonline.com/over-30k-classrooms-without-teachers-adutwum-says-as-he-questions-7000-recruitment-clearance/,Adomonline.com,8 Sep 2026,,no,,,,no,no,4,4
Ghana,"Teachers, Schools & Continuity","WAEC urges revival of reading culture, better teacher training to improve English",https://www.myjoyonline.com/waec-urges-revival-of-reading-culture-better-teacher-training-to-improve-english/,MyJoyOnline,7 Sep 2026,,no,,,,no,no,5,3
Ghana,Education & the Workforce,Ghana calls for a new approach to youth employment,https://news.google.com/rss/articles/CBMikAFBVV95cUxPSVJpMFNmdjVDNUsxRUt5eEFFZ0N2NVg1UVIwQ241SF9oSjJxeTNKOFpXaEtpUWJ2cE1JZEpsZl9NNDRFM2FjNzhTTzcxeDlNbVNqeTUzVWtHSUhCMWdOVTVRaEp1bDFRY0dZQTU5dWc1TEotQ0hLV1JZbk1tNENLUzg3WUJ0RGZyMS1ud1Q2TGU?oc=5,UA.NEWS,8 Sep 2026,Youth,no,,,,no,yes,0,8
Ghana,Education & the Workforce,IFC’s Ghana Investment Jumps Elevenfold Before Diop Visit,https://news.google.com/rss/articles/CBMiigFBVV95cUxQcjc0ODVSZ0s2V1M5ejN3UFBZUXUxMi1xb2JURG8zelFWejFZa2o4UU9RbERoNGFRZmxrZk9yVFRMUHIxOEZ0VXc5Q1FiVlRsS21CaTA3ZUVxZE1NZWpiQXZBTVc3Y0xEa29BWFJlcXNxSWUzeWwtaWp0c2RRTTFGeXVpOVNHNm5SOVE?oc=5,NewsGhana,14 Sep 2026,,no,,,,no,yes,1,7
Ghana,Education & the Workforce,IFC MD Makhtar Diop to visit Ghana,https://news.google.com/rss/articles/CBMifEFVX3lxTE5ISXNON1JqNEhXQUw1X3loN3E2UWt0ZnBPOWw2VnVjMTFyZnNIRjE1WjhBblJaSENNUnhJemZMeVZCTjZvSG5uSGVlQ2dld2JmMDJibTQzaGZFWnlJMUo0SWFQV1FOX1dCVEo1ZFlaRzZTRnlyaC13MjBSVkQ?oc=5,CitiNewsroom.com,15 Sep 2026,,no,,,,no,yes,2,6
Ghana,Education & the Workforce,IFC Managing Director Makhtar Diop to visit Ghana for investment talks,https://news.google.com/rss/articles/CBMirgFBVV95cUxPOVR2Z1I3UkdGQ2ktR3NYeGE3Nkc4Z1BOek5pXzBsM0FpQmM1Z2ZxOXpHbXJLNXJ6SXhwR1Izd2czRl8xSlNzenRJV3JHMFFpV0IwV0FMaUFSb3JCdlZ0cW94dlQ4UXVKMjh4TENsdkFUcmlVNUVHSGpfdlhMSjRGcmowb25aVUJ1TDg5Z1VQeVlGak1RRnN3dy1MenpJYmdmZ3JWZm1EbW1IRGl4LUE?oc=5,UA.NEWS,13 Sep 2026,,no,,,,no,yes,3,5
Ghana,Education & the Workforce,IFC Managing Director Makhtar Diop to visit Ghana on September 15,https://gna.org.gh/2026/09/ifc-managing-director-makhtar-diop-to-visit-ghana-on-september-15/,Ghana News Agency,14 Sep 2026,,no,,,,no,no,4,4
Liberia,"Policy, Budget & Funding","Liberia: President Boakai Reaffirms National Commitment to Return 250,000 Children to the Classroom",https://africa24tv.com/liberia-president-boakai-reaffirms-national-commitment-to-return-250000-children-to-the-classroom/,Africa24 TV,12 Sep 2026,,no,,,,no,no,0,8
Liberia,"Policy, Budget & Funding",Liberia: Ministry of Education and Local Education Group Bids Outgoing United Nations Children’s Fund (UNICEF) Representative Andy Brooks Farewell,https://www.addtoany.com/add_to/facebook?linkurl=https%3A%2F%2Fwww.socialnews.xyz%2F2021%2F06%2F25%2Fsearch-and-rescue-efforts-continue-after-florida-building-collapse-video%2F%3Fq%3DLiberia%2520%2520Ministry%2520of%2520Education%2520and%2520Local%2520Education%2520Group%2520Bids%2520Outgoing%2520United%2520Nations%2520Children%2520s%2520Fund%2520%2520UNICEF%2520%2520Represent&linkname=Search%20and%20rescue%20efforts%20continue%20after%20Florida%20building%20collapse%20%28Video%29%20-%20Social%20News%20XYZ,Social News XYZ,13 Sep 2026,,no,,,,no,no,1,7
Liberia,"Policy, Budget & Funding",Liberia: Ministry Moves to Standardize School Records Nationwide,https://www.addtoany.com/add_to/facebook?linkurl=https%3A%2F%2Fwww.socialnews.xyz%2F2021%2F06%2F25%2Fsearch-and-rescue-efforts-continue-after-florida-building-collapse-video%2F%3Fq%3DLiberia%2520%2520Ministry%2520Moves%2520to%2520Standardize%2520School%2520Records%2520Nationwide&linkname=Search%20and%20rescue%20efforts%20continue%20after%20Florida%20building%20collapse%20%28Video%29%20-%20Social%20News%20XYZ,Social News XYZ,13 Sep 2026,,no,,,,no,no,2,6
Liberia,"Policy, Budget & Funding",Liberia: 38 Rural Teachers Selected for China Exchange Under Teacher and Administrator Holistic Upgrading Priority,https://www.addtoany.com/add_to/facebook?linkurl=https%3A%2F%2Fwww.socialnews.xyz%2F2021%2F06%2F25%2Fsearch-and-rescue-efforts-continue-after-florida-building-collapse-video%2F%3Fq%3DLiberia%2520%252038%2520Rural%2520Teachers%2520Selected%2520for%2520China%2520Exchange%2520Under%2520Teacher%2520and%2520Administrator%2520Holistic%2520Upgrading%2520Priority&linkname=Search%20and%20rescue%20efforts%20continue%20after%20Florida%20building%20collapse%20%28Video%29%20-%20Social%20News%20XYZ,Social News XYZ,13 Sep 2026,,no,,,,no,no,3,5
Liberia,"Policy, Budget & Funding",Liberia: From Free Registration to Getting Every Child Back in School: Back to My Classroom Campaign (BTMC) County Rollout Begins in Gbarpolu,https://www.addtoany.com/add_to/facebook?linkurl=https%3A%2F%2Fwww.socialnews.xyz%2F2021%2F06%2F25%2Fsearch-and-rescue-efforts-continue-after-florida-building-collapse-video%2F%3Fq%3DLiberia%2520%2520From%2520Free%2520Registration%2520to%2520Getting%2520Every%2520Child%2520Back%2520in%2520School%2520%2520Back%2520to%2520My%2520Classroom%2520Campaign%2520%2520BTMC%2520%2520County%2520Rollo&linkname=Search%20and%20rescue%20efforts%20continue%20after%20Florida%20building%20collapse%20%28Video%29%20-%20Social%20News%20XYZ,Social News XYZ,12 Sep 2026,,no,,,,no,no,4,4
Liberia,Learning Outcomes & Assessment,Liberia: MCSS Teachers Boycott Threat Disrupts New School Year,https://news.google.com/rss/articles/CBMi4gFBVV95cUxQczJRUENQYkJJa3MxQy1FNm5WU3g0NDdWQkZqdEFKbHdfSFgtbmtOVE5NWnI4cE5yRTdrT3N1UnRCMy15T2Rhd19IMGFxRDRHR1hlZU9kWFRRbW1tdml3TFBUT2Z6ZzRnUjczajhsLVVVN29WUy1YZEl1b0k3bWV1Q2lOTTQ5QVNLSDJxZl81bmZrNlFDRkJxbTVLZUI1alhORTNZM3J0MGw2djN1dk04aXVfR3kzRHJYS2hwNHlIOVFOdnNVNkkxR3NtbnNEaFF2dy1Nd044NDdTZExJdUk4dDhR?oc=5,Wansom AI,9 Sep 2026,,no,,,,no,yes,0,8
Liberia,Technology & Innovation in Education,Liberia India Agricultural Cooperation MoU: Signed to Boost Food Security,https://news.google.com/rss/articles/CBMi2gFBVV95cUxOQ2lBRXJmZTluMWVLbHB2NEhCeEJ2R2RjbGhnbXRDTHZjc2Y4RFRxSktncW5wdFN0U3VESTB4UU1mUEpDcFBxNW15WU9PM1NrTkJUQllsZWRiMU9WR1pFTVY1UGE4bEh4al9vem1GNDZDcXZCeGw3Yi1kSGNETzNJS3J3U2YtbHRjdGc4Nlk0VDBNR1UxdC1pVnl1WDFzQS1jWk1jZ29sYTgtaEFULXhXdXJaOEJ1WmlUQXBWMjlReUtJRjFyTmxHSlBhSTF1SjBDeXhYcXY5cy1fZw?oc=5,Wansom AI,9 Sep 2026,,no,,,,no,yes,0,8
Liberia,Technology & Innovation in Education,3 Years In Office: UNESCO Laureate Hails Joseph Nyuma Boakai’s Achievements,https://independent.ng/3-years-in-office-unesco-laureate-hails-joseph-nyuma-boakais-achievements/,Independent Newspaper Nigeria,10 Sep 2026,,no,,,,no,no,1,7
Liberia,Technology & Innovation in Education,"Liberia, India Seal Agric Research Deal",https://www.thenewdawnliberia.com/liberia-india-seal-agric-research-deal/,The New Dawn Liberia,9 Sep 2026,,no,,,,no,no,2,6
Liberia,Technology & Innovation in Education,"Dubai Chambers to train 14,000 private sector companies in Agentic AI",https://gnnliberia.com/dubai-chambers-to-train-14000-private-sector-companies-in-agentic-ai/,Global News Network Liberia,7 Sep 2026,,no,,,,no,no,3,5
Liberia,Technology & Innovation in Education,Photos: Young Africans join global delegates in Russia for 2026 IYF,https://www.myjoyonline.com/photos-young-africans-join-global-delegates-in-russia-for-2026-iyf/,MyJoyOnline,13 Sep 2026,,no,,,,no,no,4,4
Liberia,"Teachers, Schools & Continuity",Liberia: Ministry Strengthens School Readiness and Accountability Ahead of 2026/2027 Reopening,https://www.addtoany.com/add_to/facebook?linkurl=https%3A%2F%2Fwww.socialnews.xyz%2F2021%2F06%2F25%2Fsearch-and-rescue-efforts-continue-after-florida-building-collapse-video%2F%3Fq%3DLiberia%2520%2520Ministry%2520Strengthens%2520School%2520Readiness%2520and%2520Accountability%2520Ahead%2520of%25202026%25202027%2520Reopening&linkname=Search%20and%20rescue%20efforts%20continue%20after%20Florida%20building%20collapse%20%28Video%29%20-%20Social%20News%20XYZ,Social News XYZ,15 Sep 2026,,no,,,,no,no,0,8
Liberia,Education & the Workforce,Christ’s Victory School Credits Discipline for WASSCE Success,https://news.google.com/rss/articles/CBMi4wFBVV95cUxPNHFvZzU2Tl8xYlZXb0pIQXpXUWFUa0xDLTY5Z0JJWE1CbFlLQmFtQktVT3AzTDJvQU1sTllIekJOa0ZKNUhyUTYzb1ZSeExLSUJ6MTkwRks5U1lwRHo5Wlo4VGJBN05hZUx6NWt5SlF3NW9VdmdkWjgydEFHSGhBV2FqQTJNdHN6TVByU3lLSy1RQ082X1NQcERILVJmMndHZGJFdW5yMjJXczFfZWZYWjJOOGNNNF9iN0xra0RXYkliZFJvSnNGaUR1bTJYMGRKZ3h2MXZzRHpscnh5S3hJRDlHRQ?oc=5,liberianobserver.com,7 Sep 2026,,no,,,,no,yes,0,8
